163,0.4826,8.14666666667,-2.58513333333,0.273621587842,1.02037396195,0.283496000364
264,0.744,8.56575,-2.680875,0.14661556875,1.00340355167,0.507042142603
339,0.8613125,8.8758125,-2.89275,0.150588312441,0.641458125947,0.410983348203
438,0.840470588235,8.87947058824,-2.86964705882,0.313618748998,0.4789783389,0.240823328256
515,0.70925,8.528875,-3.0824375,0.459125459433,0.449136515299,0.291535797277
600,0.5566875,8.323,-3.1285625,0.43717197971,0.600283474702,0.285417888531
682,0.22925,8.2666875,-3.2878125,0.357414237965,0.639911587521,0.338739431339
764,0.1411875,8.4694375,-3.7229375,0.339724928941,0.598596166955,0.223370059752
846,0.371125,8.687875,-3.83725,0.459403400483,0.554549577923,0.166895363926
934,0.494375,8.752,-3.89,0.389033397506,0.408970047803,0.205716734856
1018,0.4793125,9.057875,-4.1605625,0.274421145038,0.377801349091,0.239779838797
1096,0.2985,9.4588125,-4.466375,0.405702477192,0.366562105712,0.258615031224
1189,0.469294117647,9.61223529412,-4.21494117647,0.492428885843,0.265507179345,0.527950027781
1273,0.74525,9.6774375,-3.502875,0.370114087141,0.121676296351,0.463276493441
1354,0.5925,10.1040625,-3.3699375,0.427889296431,0.480986677148,0.349136697575
1434,0.4914375,10.78575,-3.2416875,0.335494778042,0.439573301623,0.414428027339
1515,0.6506875,11.2384375,-3.171625,0.241313519811,0.381205648035,0.459418501342
